"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value"
"2015Q1","Sweden","Total","Total","Total","Humanitarian status","Person","280"
"2015Q1","Sweden","Total","Total","Total","Rejected","Person","2 225"
"2015Q1","United Kingdom","Total","Total","Total","Total","Person","12 695"
"2015Q1","United Kingdom","Total","Total","Total","Total positive decisions","Person","4 260"
"2015Q1","United Kingdom","Total","Total","Total","Geneva Convention status","Person","3 680"
"2015Q1","United Kingdom","Total","Total","Total","Humanitarian status","Person","560"
"2015Q1","United Kingdom","Total","Total","Total","Rejected","Person","8 435"
"2015Q1","Iceland","Total","Total","Total","Total","Person","70"
"2015Q1","Iceland","Total","Total","Total","Total positive decisions","Person","15"
"2015Q1","Iceland","Total","Total","Total","Geneva Convention status","Person","10"
"2015Q1","Iceland","Total","Total","Total","Humanitarian status","Person","0"
"2015Q1","Iceland","Total","Total","Total","Rejected","Person","60"
"2015Q1","Liechtenstein","Total","Total","Total","Total","Person","10"
"2015Q1","Liechtenstein","Total","Total","Total","Total positive decisions","Person","0"
"2015Q1","Liechtenstein","Total","Total","Total","Geneva Convention status","Person","0"
"2015Q1","Liechtenstein","Total","Total","Total","Humanitarian status","Person","0"
"2015Q1","Liechtenstein","Total","Total","Total","Rejected","Person","10"
"2015Q1","Norway","Total","Total","Total","Total","Person","2 295"
"2015Q1","Norway","Total","Total","Total","Total positive decisions","Person","1 615"
"2015Q1","Norway","Total","Total","Total","Geneva Convention status","Person","1 285"
"2015Q1","Norway","Total","Total","Total","Humanitarian status","Person","55"
"2015Q1","Norway","Total","Total","Total","Rejected","Person","680"
"2015Q1","Switzerland","Total","Total","Total","Total","Person","5 900"
"2015Q1","Switzerland","Total","Total","Total","Total positive decisions","Person","4 060"
"2015Q1","Switzerland","Total","Total","Total","Geneva Convention status","Person","1 660"
"2015Q1","Switzerland","Total","Total","Total","Humanitarian status","Person","1 565"
"2015Q1","Switzerland","Total","Total","Total","Rejected","Person","1 840"
"2015Q1","Total","Total","Total","Total","Total","Person","130 050"
"2015Q1","Total","Total","Total","Total","Total positive decisions","Person","61 675"
"2015Q1","Total","Total","Total","Total","Geneva Convention status","Person","44 005"
"2015Q1","Total","Total","Total","Total","Humanitarian status","Person","5 820"
"2015Q1","Total","Total","Total","Total","Rejected","Person","68 375"
"2015Q2","European Union (28 countries)","Total","Total","Total","Total","Person","117 940"
"2015Q2","European Union (28 countries)","Total","Total","Total","Total positive decisions","Person","53 840"
"2015Q2","European Union (28 countries)","Total","Total","Total","Geneva Convention status","Person","37 795"
"2015Q2","European Union (28 countries)","Total","Total","Total","Humanitarian status","Person","4 775"
"2015Q2","European Union (28 countries)","Total","Total","Total","Rejected","Person","64 100"
"2015Q2","Belgium","Total","Total","Total","Total","Person","4 705"
"2015Q2","Belgium","Total","Total","Total","Total positive decisions","Person","2 455"
"2015Q2","Belgium","Total","Total","Total","Geneva Convention status","Person","2 060"
"2015Q2","Belgium","Total","Total","Total","Humanitarian status","Person",":"
"2015Q2","Belgium","Total","Total","Total","Rejected","Person","2 250"
"2015Q2","Bulgaria","Total","Total","Total","Total","Person","2 160"
"2015Q2","Bulgaria","Total","Total","Total","Total positive decisions","Person","1 925"
"2015Q2","Bulgaria","Total","Total","Total","Geneva Convention status","Person","1 625"
"2015Q2","Bulgaria","Total","Total","Total","Humanitarian status","Person",":"
"2015Q2","Bulgaria","Total","Total","Total","Rejected","Person","235"
"2015Q2","Czech Republic","Total","Total","Total","Total","Person","410"
"2015Q2","Czech Republic","Total","Total","Total","Total positive decisions","Person","135"
"2015Q2","Czech Republic","Total","Total","Total","Geneva Convention status","Person","20"
"2015Q2","Czech Republic","Total","Total","Total","Humanitarian status","Person","5"
"2015Q2","Czech Republic","Total","Total","Total","Rejected","Person","270"
"2015Q2","Denmark","Total","Total","Total","Total","Person","2 910"
"2015Q2","Denmark","Total","Total","Total","Total positive decisions","Person","2 385"
"2015Q2","Denmark","Total","Total","Total","Geneva Convention status","Person","1 800"
"2015Q2","Denmark","Total","Total","Total","Humanitarian status","Person","10"
"2015Q2","Denmark","Total","Total","Total","Rejected","Person","525"
"2015Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","46 095"
"2015Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","19 855"
"2015Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","19 040"
"2015Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Humanitarian status","Person","490"
"2015Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","26 240"
"2015Q2","Estonia","Total","Total","Total","Total","Person","35"
"2015Q2","Estonia","Total","Total","Total","Total positive decisions","Person","20"
"2015Q2","Estonia","Total","Total","Total","Geneva Convention status","Person","10"
"2015Q2","Estonia","Total","Total","Total","Humanitarian status","Person","0"
"2015Q2","Estonia","Total","Total","Total","Rejected","Person","20"
"2015Q2","Ireland","Total","Total","Total","Total","Person","220"
"2015Q2","Ireland","Total","Total","Total","Total positive decisions","Person","75"
"2015Q2","Ireland","Total","Total","Total","Geneva Convention status","Person","30"
"2015Q2","Ireland","Total","Total","Total","Humanitarian status","Person",":"
"2015Q2","Ireland","Total","Total","Total","Rejected","Person","145"
"2015Q2","Greece","Total","Total","Total","Total","Person","2 355"
"2015Q2","Greece","Total","Total","Total","Total positive decisions","Person","1 150"
"2015Q2","Greece","Total","Total","Total","Geneva Convention status","Person","1 050"
"2015Q2","Greece","Total","Total","Total","Humanitarian status","Person","0"
"2015Q2","Greece","Total","Total","Total","Rejected","Person","1 205"
"2015Q2","Spain","Total","Total","Total","Total","Person","755"
"2015Q2","Spain","Total","Total","Total","Total positive decisions","Person","295"
"2015Q2","Spain","Total","Total","Total","Geneva Convention status","Person","70"
"2015Q2","Spain","Total","Total","Total","Humanitarian status","Person","0"
"2015Q2","Spain","Total","Total","Total","Rejected","Person","455"
"2015Q2","France","Total","Total","Total","Total","Person","19 425"
"2015Q2","France","Total","Total","Total","Total positive decisions","Person","4 910"
"2015Q2","France","Total","Total","Total","Geneva Convention status","Person","4 025"
"2015Q2","France","Total","Total","Total","Humanitarian status","Person",":"
"2015Q2","France","Total","Total","Total","Rejected","Person","14 515"
"2015Q2","Croatia","Total","Total","Total","Total","Person","35"
"2015Q2","Croatia","Total","Total","Total","Total positive decisions","Person","5"
"2015Q2","Croatia","Total","Total","Total","Geneva Convention status","Person","5"
"2015Q2","Croatia","Total","Total","Total","Humanitarian status","Person","0"
"2015Q2","Croatia","Total","Total","Total","Rejected","Person","30"
"2015Q2","Italy","Total","Total","Total","Total","Person","13 760"
"2015Q2","Italy","Total","Total","Total","Total positive decisions","Person","6 460"
"2015Q2","Italy","Total","Total","Total","Geneva Convention status","Person","770"
"2015Q2","Italy","Total","Total","Total","Humanitarian status","Person","3 410"
"2015Q2","Italy","Total","Total","Total","Rejected","Person","7 300"
"2015Q2","Cyprus","Total","Total","Total","Total","Person","390"
"2015Q2","Cyprus","Total","Total","Total","Total positive decisions","Person","280"
"2015Q2","Cyprus","Total","Total","Total","Geneva Convention status","Person","55"
"2015Q2","Cyprus","Total","Total","Total","Humanitarian status","Person","0"
"2015Q2","Cyprus","Total","Total","Total","Rejected","Person","110"
"2015Q2","Latvia","Total","Total","Total","Total","Person","45"
"2015Q2","Latvia","Total","Total","Total","Total positive decisions","Person","5"
"2015Q2","Latvia","Total","Total","Total","Geneva Convention status","Person","0"
"2015Q2","Latvia","Total","Total","Total","Humanitarian status","Person",":"
"2015Q2","Latvia","Total","Total","Total","Rejected","Person","40"
"2015Q2","Lithuania","Total","Total","Total","Total","Person","60"
"2015Q2","Lithuania","Total","Total","Total","Total positive decisions","Person","30"
"2015Q2","Lithuania","Total","Total","Total","Geneva Convention status","Person","10"
"2015Q2","Lithuania","Total","Total","Total","Humanitarian status","Person","0"
"2015Q2","Lithuania","Total","Total","Total","Rejected","Person","30"
"2015Q2","Luxembourg","Total","Total","Total","Total","Person","185"
"2015Q2","Luxembourg","Total","Total","Total","Total positive decisions","Person","20"
"2015Q2","Luxembourg","Total","Total","Total","Geneva Convention status","Person","15"
"2015Q2","Luxembourg","Total","Total","Total","Humanitarian status","Person",":"
"2015Q2","Luxembourg","Total","Total","Total","Rejected","Person","165"
"2015Q2","Hungary","Total","Total","Total","Total","Person","690"
"2015Q2","Hungary","Total","Total","Total","Total positive decisions","Person","110"
"2015Q2","Hungary","Total","Total","Total","Geneva Convention status","Person","40"
"2015Q2","Hungary","Total","Total","Total","Humanitarian status","Person","0"
"2015Q2","Hungary","Total","Total","Total","Rejected","Person","585"
"2015Q2","Malta","Total","Total","Total","Total","Person","295"
"2015Q2","Malta","Total","Total","Total","Total positive decisions","Person","240"
"2015Q2","Malta","Total","Total","Total","Geneva Convention status","Person","65"
"2015Q2","Malta","Total","Total","Total","Humanitarian status","Person","10"
"2015Q2","Malta","Total","Total","Total","Rejected","Person","55"
"2015Q2","Netherlands","Total","Total","Total","Total","Person","3 055"
"2015Q2","Netherlands","Total","Total","Total","Total positive decisions","Person","2 050"
"2015Q2","Netherlands","Total","Total","Total","Geneva Convention status","Person","805"
"2015Q2","Netherlands","Total","Total","Total","Humanitarian status","Person","90"
"2015Q2","Netherlands","Total","Total","Total","Rejected","Person","1 005"
"2015Q2","Austria","Total","Total","Total","Total","Person",":"
"2015Q2","Austria","Total","Total","Total","Total positive decisions","Person",":"
"2015Q2","Austria","Total","Total","Total","Geneva Convention status","Person",":"
"2015Q2","Austria","Total","Total","Total","Humanitarian status","Person",":"
"2015Q2","Austria","Total","Total","Total","Rejected","Person",":"
"2015Q2","Poland","Total","Total","Total","Total","Person","965"
"2015Q2","Poland","Total","Total","Total","Total positive decisions","Person","120"
"2015Q2","Poland","Total","Total","Total","Geneva Convention status","Person","35"
"2015Q2","Poland","Total","Total","Total","Humanitarian status","Person","30"
"2015Q2","Poland","Total","Total","Total","Rejected","Person","845"
"2015Q2","Portugal","Total","Total","Total","Total","Person","55"
"2015Q2","Portugal","Total","Total","Total","Total positive decisions","Person","15"
"2015Q2","Portugal","Total","Total","Total","Geneva Convention status","Person","5"
"2015Q2","Portugal","Total","Total","Total","Humanitarian status","Person",":"
"2015Q2","Portugal","Total","Total","Total","Rejected","Person","35"
"2015Q2","Romania","Total","Total","Total","Total","Person","460"
"2015Q2","Romania","Total","Total","Total","Total positive decisions","Person","130"
"2015Q2","Romania","Total","Total","Total","Geneva Convention status","Person","70"
"2015Q2","Romania","Total","Total","Total","Humanitarian status","Person","0"
"2015Q2","Romania","Total","Total","Total","Rejected","Person","330"
"2015Q2","Slovenia","Total","Total","Total","Total","Person","30"
"2015Q2","Slovenia","Total","Total","Total","Total positive decisions","Person","10"
"2015Q2","Slovenia","Total","Total","Total","Geneva Convention status","Person","10"
"2015Q2","Slovenia","Total","Total","Total","Humanitarian status","Person",":"
"2015Q2","Slovenia","Total","Total","Total","Rejected","Person","20"
"2015Q2","Slovakia","Total","Total","Total","Total","Person","50"
"2015Q2","Slovakia","Total","Total","Total","Total positive decisions","Person","30"
"2015Q2","Slovakia","Total","Total","Total","Geneva Convention status","Person","0"
"2015Q2","Slovakia","Total","Total","Total","Humanitarian status","Person","5"
"2015Q2","Slovakia","Total","Total","Total","Rejected","Person","15"
"2015Q2","Finland","Total","Total","Total","Total","Person","585"
"2015Q2","Finland","Total","Total","Total","Total positive decisions","Person","340"
"2015Q2","Finland","Total","Total","Total","Geneva Convention status","Person","205"
"2015Q2","Finland","Total","Total","Total","Humanitarian status","Person","40"
"2015Q2","Finland","Total","Total","Total","Rejected","Person","245"
"2015Q2","Sweden","Total","Total","Total","Total","Person","10 090"
"2015Q2","Sweden","Total","Total","Total","Total positive decisions","Person","7 550"
"2015Q2","Sweden","Total","Total","Total","Geneva Convention status","Person","3 150"
"2015Q2","Sweden","Total","Total","Total","Humanitarian status","Person","310"
"2015Q2","Sweden","Total","Total","Total","Rejected","Person","2 540"
"2015Q2","United Kingdom","Total","Total","Total","Total","Person","8 125"
"2015Q2","United Kingdom","Total","Total","Total","Total positive decisions","Person","3 240"
"2015Q2","United Kingdom","Total","Total","Total","Geneva Convention status","Person","2 830"
"2015Q2","United Kingdom","Total","Total","Total","Humanitarian status","Person","375"
"2015Q2","United Kingdom","Total","Total","Total","Rejected","Person","4 885"
"2015Q2","Iceland","Total","Total","Total","Total","Person","20"
"2015Q2","Iceland","Total","Total","Total","Total positive decisions","Person","5"
"2015Q2","Iceland","Total","Total","Total","Geneva Convention status","Person","5"
"2015Q2","Iceland","Total","Total","Total","Humanitarian status","Person","0"
"2015Q2","Iceland","Total","Total","Total","Rejected","Person","15"
"2015Q2","Liechtenstein","Total","Total","Total","Total","Person",":"
"2015Q2","Liechtenstein","Total","Total","Total","Total positive decisions","Person",":"
"2015Q2","Liechtenstein","Total","Total","Total","Geneva Convention status","Person",":"
"2015Q2","Liechtenstein","Total","Total","Total","Humanitarian status","Person",":"
"2015Q2","Liechtenstein","Total","Total","Total","Rejected","Person",":"
"2015Q2","Norway","Total","Total","Total","Total","Person","1 945"
"2015Q2","Norway","Total","Total","Total","Total positive decisions","Person","1 440"
"2015Q2","Norway","Total","Total","Total","Geneva Convention status","Person","1 250"
"2015Q2","Norway","Total","Total","Total","Humanitarian status","Person","50"
"2015Q2","Norway","Total","Total","Total","Rejected","Person","505"
"2015Q2","Switzerland","Total","Total","Total","Total","Person","5 510"
"2015Q2","Switzerland","Total","Total","Total","Total positive decisions","Person","4 035"
"2015Q2","Switzerland","Total","Total","Total","Geneva Convention status","Person","1 885"
"2015Q2","Switzerland","Total","Total","Total","Humanitarian status","Person","1 375"
"2015Q2","Switzerland","Total","Total","Total","Rejected","Person","1 475"
"2015Q2","Total","Total","Total","Total","Total","Person","125 415"
"2015Q2","Total","Total","Total","Total","Total positive decisions","Person","59 320"
"2015Q2","Total","Total","Total","Total","Geneva Convention status","Person","40 935"
"2015Q2","Total","Total","Total","Total","Humanitarian status","Person","6 200"
"2015Q2","Total","Total","Total","Total","Rejected","Person","66 095"
"2015Q3","European Union (28 countries)","Total","Total","Total","Total","Person","135 350"
"2015Q3","European Union (28 countries)","Total","Total","Total","Total positive decisions","Person","65 330"
"2015Q3","European Union (28 countries)","Total","Total","Total","Geneva Convention status","Person","45 380"
"2015Q3","European Union (28 countries)","Total","Total","Total","Humanitarian status","Person","5 740"
"2015Q3","European Union (28 countries)","Total","Total","Total","Rejected","Person","70 015"
"2015Q3","Belgium","Total","Total","Total","Total","Person","4 425"
"2015Q3","Belgium","Total","Total","Total","Total positive decisions","Person","2 380"
"2015Q3","Belgium","Total","Total","Total","Geneva Convention status","Person","2 055"
"2015Q3","Belgium","Total","Total","Total","Humanitarian status","Person",":"
"2015Q3","Belgium","Total","Total","Total","Rejected","Person","2 045"
"2015Q3","Bulgaria","Total","Total","Total","Total","Person","2 000"
"2015Q3","Bulgaria","Total","Total","Total","Total positive decisions","Person","1 830"
"2015Q3","Bulgaria","Total","Total","Total","Geneva Convention status","Person","1 475"
"2015Q3","Bulgaria","Total","Total","Total","Humanitarian status","Person",":"
"2015Q3","Bulgaria","Total","Total","Total","Rejected","Person","170"
"2015Q3","Czech Republic","Total","Total","Total","Total","Person","300"
"2015Q3","Czech Republic","Total","Total","Total","Total positive decisions","Person","90"
"2015Q3","Czech Republic","Total","Total","Total","Geneva Convention status","Person","10"
"2015Q3","Czech Republic","Total","Total","Total","Humanitarian status","Person","5"
"2015Q3","Czech Republic","Total","Total","Total","Rejected","Person","210"
"2015Q3","Denmark","Total","Total","Total","Total","Person","2 525"
"2015Q3","Denmark","Total","Total","Total","Total positive decisions","Person","1 900"
"2015Q3","Denmark","Total","Total","Total","Geneva Convention status","Person","1 415"
"2015Q3","Denmark","Total","Total","Total","Humanitarian status","Person","20"
"2015Q3","Denmark","Total","Total","Total","Rejected","Person","625"
"2015Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","54 350"
"2015Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","27 140"
"2015Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","26 165"
"2015Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Humanitarian status","Person","470"
"2015Q3","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","27 210"
"2015Q3","Estonia","Total","Total","Total","Total","Person","50"
"2015Q3","Estonia","Total","Total","Total","Total positive decisions","Person","30"
"2015Q3","Estonia","Total","Total","Total","Geneva Convention status","Person","5"
"2015Q3","Estonia","Total","Total","Total","Humanitarian status","Person","0"
"2015Q3","Estonia","Total","Total","Total","Rejected","Person","20"
"2015Q3","Ireland","Total","Total","Total","Total","Person","235"
"2015Q3","Ireland","Total","Total","Total","Total positive decisions","Person","80"
"2015Q3","Ireland","Total","Total","Total","Geneva Convention status","Person","45"
"2015Q3","Ireland","Total","Total","Total","Humanitarian status","Person",":"
"2015Q3","Ireland","Total","Total","Total","Rejected","Person","155"
"2015Q3","Greece","Total","Total","Total","Total","Person","2 500"
"2015Q3","Greece","Total","Total","Total","Total positive decisions","Person","1 200"
"2015Q3","Greece","Total","Total","Total","Geneva Convention status","Person","1 125"
"2015Q3","Greece","Total","Total","Total","Humanitarian status","Person","0"
"2015Q3","Greece","Total","Total","Total","Rejected","Person","1 300"
"2015Q3","Spain","Total","Total","Total","Total","Person","820"
"2015Q3","Spain","Total","Total","Total","Total positive decisions","Person","220"
"2015Q3","Spain","Total","Total","Total","Geneva Convention status","Person","35"
"2015Q3","Spain","Total","Total","Total","Humanitarian status","Person","0"
"2015Q3","Spain","Total","Total","Total","Rejected","Person","605"
"2015Q3","France","Total","Total","Total","Total","Person","19 735"
"2015Q3","France","Total","Total","Total","Total positive decisions","Person","5 070"
"2015Q3","France","Total","Total","Total","Geneva Convention status","Person","4 130"
"2015Q3","France","Total","Total","Total","Humanitarian status","Person",":"
"2015Q3","France","Total","Total","Total","Rejected","Person","14 665"
"2015Q3","Croatia","Total","Total","Total","Total","Person","75"
